"","ID","participantid_in_session","participantcode","participantlabel","participant_is_bot","participant_index_in_pages","participant_max_page_index","participant_current_app_name","participant_round_number","participant_current_page_name","participantip_address","participanttime_started","participantexclude_from_data_an","participantvisited","participantmturk_worker_id","participantmturk_assignment_id","player","playerrandom_belief","playerbelief","playerbenchmark_belief","playerbelief_payoff","playergame_payoff","playerother_game_payoff","playerother_greedy","playerother_accepted_greedy","playerpayoff","groupid_in_subsession","grouprandom_game","groupoffer_accept","groupoffer","subsessionround_number","subsessiontot_fair","subsessiontot_accept","sessioncode","sessionlabel","sessionexperimenter_name","sessionmturk_HITId","sessionmturk_HITGroupId","sessioncomment","sessionis_demo","gender","age","playercountry","playerdegree","playerjob","playermajor","playeryear_major","playercomp_1","playercomp_2","playercomments","playerwhy_choice","playergasp_1","playergasp_2","playergasp_3","playergasp_4","playergasp_5","playergasp_6","playergasp_7","playergasp_8","playergasp_9","playergasp_10","playergasp_11","playergasp_12","playergasp_13","playergasp_14","playergasp_15","playergasp_16","guilt_neg","guilt_rep","shame_neg","shame_wit","playeraquino_1","playeraquino_2","playeraquino_3","playeraquino_4","playeraquino_5","playeraquino_6","playeraquino_7","playeraquino_8","playeraquino_9","playeraquino_10","playeraquino_11","playeraquino_12","playeraquino_13","ER_index","ER_out","ER_in","CR_out","CR_in","RS","RS_s","RS_v","RS_f","RT","RT_t","RT_r","playerstaxi_1","playerstaxi_2","playerstaxi_3","playerstaxi_4","playerstaxi_5","playerstaxi_6","playerstaxi_7","playerstaxi_8","playerstaxi_9","playerstaxi_10","playerstaxi_11","playerstaxi_12","playerstaxi_13","playerstaxi_14","playerstaxi_15","playerstaxi_16","playerstaxi_17","playerstaxi_18","playerstaxi_19","playerstaxi_20","playerstaxi_21","playerstaxi_22","playerstaxi_23","playerstaxi_24","playerstaxi_25","playerstaxi_26","playerstaxi_27","playerstaxi_28","playerstaxi_29","playerstaxi_30","playerstaxi_31","playerstaxi_32","playerstaxi_33","playerstaxi_34","playerstaxi_35","playerstaxi_36","playerstaxi_37","playerstaxi_38","playerstaxi_39","playerstaxi_40","playerstaxi_41","playerstaxi_42","playerstaxi_43","playerstaxi_44","playerstaxi_45","playerstaxi_46","playerstaxi_47","playerstaxi_48","playerstaxi_49","playerstaxi_50","playerstaxi_51","playerstaxi_52","playerstaxi_53","playerstaxi_54","playerstaxi_55","playerstaxi_56","playerstaxi_57","participant__id_in_session","sec_offer","sec_accept","sec_belief","sessiontime_scheduled","sessiontime_started","aquino_mis","RS_s_norm","RS_v_norm","RS_f_norm","RS_norm","RT_t_norm","RT_r_norm","RT_norm","ER_index_norm","ER_out_norm","ER_in_norm","CR_out_norm","CR_in_norm","treat","unique_group"
"436","21_2_S1",9,"dkg4oneq","pc26",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.61.238.152","2017-02-21 13:18:30.721612+00:00",0,1,NA,NA,1,NA,10,6,2,14,2,NA,NA,18,9,0.1433,0,"0",1,3,7,"x2t5tuno",13,NA,NA,NA,NA,0,1,22,"italiana","laurea triennale","studentessa","Management",4,5,4,"no","Ho immaginato che al giocatore 2 sarebbe convenuto accettare l'opzione B, qualora gli fosse stata proposta, a prescindere da tutto, visto che il guadagno Ã¨ maggiore.",7,7,7,2,5,7,1,1,7,7,6,2,7,6,6,7,6.75,6,7,1.5,5,4,5,5,5,5,5,3,3,4,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,22,NA,47,NA,NA,4.07692289352417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,218
"437","21_2_S1",3,"3d9jlxq9","pc22",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.97.201.159","2017-02-21 13:18:30.847389+00:00",0,1,NA,NA,1,NA,10,6,2,14,2,NA,NA,6,10,0.9638,1,"1",1,3,7,"x2t5tuno",13,NA,NA,NA,NA,0,1,22,"Italiana","Laurea triennale","Studentessa","ACME",1,2,3,"Specificare se il giocatore 2, accettando l'offerta B automaticamente rifiuta l'offerta A oppure la accetta automaticamente","Piuttosto che ricevere zero euro, il giocatore 2 avrebbe optato per accettare 2 euro e quindi sono andata a proporre la B perchÃ¨ avrei avuto maggiori guadagni.",7,7,7,1,2,3,6,6,7,7,6,2,7,2,7,6,5.5,5.5,6,3.75,4,5,5,5,5,5,4,1,1,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,19,NA,14,NA,NA,3.46153855323792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,219
"438","21_2_S1",6,"3u0gbify","pc17",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.186.58.177","2017-02-21 13:18:30.596125+00:00",0,1,NA,NA,2,NA,7,3,2,2,14,NA,NA,6,10,0.9638,1,"1",1,3,7,"x2t5tuno",13,NA,NA,NA,NA,0,0,22,"Italiana","Diploma di maturitÃ ","Studente","CLEAM",3,5,5,"","In quanto giocatore 2, ho preferito un guadagno al non ricevere nulla, anche se inferiore a quello concesso al giocatore 1.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,20,27,18,30,17,7,5,5,18,5,10,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,4,1,2,1,1,2,4,2,2,4,4,2,4,4,2,2,4,4,2,4,4,3,2,4,4,4,1,2,4,4,2,1,4,2,2,3,4,2,6,NA,4,9,NA,NA,NA,50,42,44,44,40,52,44,56,58,72,42,68,1,219
"439","21_2_S1",18,"juyudtwa","pc20",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.179.183.149","2017-02-21 13:18:30.515587+00:00",0,1,NA,NA,2,NA,1,3,2,2,14,NA,NA,6,11,0.4111,1,"1",1,3,7,"x2t5tuno",13,NA,NA,NA,NA,0,0,19,"Italiana, Spagnola","Diploma di MaturitÃ ","Studente","CLEAM",1,5,5,"","Maggior guadagno possibile.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,12,17,26,31,15,5,5,5,15,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,4,1,3,2,3,3,4,3,4,1,4,2,4,2,4,2,4,1,4,2,1,1,4,2,3,1,4,2,4,2,4,2,18,NA,5,10,NA,NA,NA,42,40,40,40,40,40,38,30,38,48,62,74,1,220
"440","21_2_S1",21,"ungpav4z","pc16",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.178.64.67","2017-02-21 13:18:30.559692+00:00",0,1,NA,NA,1,NA,10,6,2,14,2,NA,NA,18,11,0.4111,1,"1",1,3,7,"x2t5tuno",13,NA,NA,NA,NA,0,1,20,"italiana","diploma","studente","economia e scienze sociali",2,5,3,"","Qualunque giocatore avrebbe preferito una vincita di 2 euro contro una vincita nulla.",7,7,6,1,7,3,2,1,7,4,7,1,7,6,6,6,6.5,6.75,5,1.25,5,4,4,5,5,4,5,2,1,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,100,NA,13,NA,NA,3.61538457870483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,220
"441","24_2_D2",13,"ge7rffhy","pc10",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.136.154.140","2017-02-24 08:50:35.619306+00:00",0,1,NA,NA,1,NA,97,33,2,8,11,9,3,6,1,0.9428,1,"0",1,2,3,"xnlln9h6",15,NA,NA,NA,NA,0,1,22,"Italiana","Diploma liceo","Studente","CLES",3,5,5,"","Per la previsione ho pensato che tutti i giocatori 2 avrebbero accettato l'offerta B perchÃ© una piccola somma Ã¨ sempre meglio di niente. Per la scelta nel gioco ho preferito 8 euro certi piuttosto che rischiare in una scelta ""vendicativa"" del giocatore 2 che avrebbe fatto ottenere 0 ad entrambi.",6,5,3,1,2,6,4,1,7,7,7,2,6,7,4,5,6.25,4.5,5.5,2,3,2,4,5,5,3,5,1,1,1,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,26,NA,86,NA,NA,2.8461537361145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,221
"442","24_2_D2",4,"ikobldnh","pc18",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.43.197.52","2017-02-24 08:50:35.249969+00:00",0,1,NA,NA,2,NA,7,1,2,11,8,NA,NA,6,1,0.9428,1,"0",1,2,3,"xnlln9h6",15,NA,NA,NA,NA,0,0,19,"Italiana","MaturitÃ ","Studente","CLEAM",1,5,5,"Nessun suggerimento.","Ho pensato che la maggior parte di giocatori 1 scegliesse l'offerta A in modo da assicurarsi un guadagno certo pari a 8 euro (e di conseguenza un guadagno di 11 euro per il giocatore B), Avevo anche considerato che potesse venir scelta l'offerta B in quanto vi era la possibilitÃ  di ricevere 14 euro al posto di 8, seppur con il rischio di ricevere 0 nel caso in cui il Giocatore 2 avesse rifiutato. Non ho perÃ² tenuto conto del fatto che, dovendo considerare solamente la scelta dei giocatori 1, al fine di trarre un maggior guadagno dal gioco l'offerta piÃ¹ ricorrente sarebbe stata la B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,14,16,20,25,26,14,7,5,28,12,11,2,4,3,1,1,2,1,1,2,3,1,1,1,1,2,2,3,4,2,3,3,3,2,2,4,3,1,3,2,3,4,3,3,2,2,3,1,3,2,3,3,3,1,3,3,1,2,4,2,3,1,3,1,3,1,3,1,4,NA,NA,3,NA,NA,NA,68,46,40,50,66,54,60,40,42,46,50,62,4,221
"443","24_2_D2",12,"ht884kbk","pc2",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.158.165.5","2017-02-24 08:50:35.229777+00:00",0,1,NA,NA,2,NA,3,2,2,2,14,NA,NA,6,2,0.9955,NA,"1",1,2,3,"xnlln9h6",15,NA,NA,NA,NA,0,1,20,"Italiana","Laurea triennale","Studentessa","Economia e managment",2,5,4,"Guadagni piÃ¹ simili tra i due giocatori","Scelta con la quale avrei guadagnato di piÃ¹",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,12,11,25,32,17,7,5,5,12,4,6,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,4,2,4,2,3,1,4,2,2,1,4,1,4,2,4,2,4,2,4,1,1,2,4,1,4,1,4,1,4,1,4,1,12,NA,9,31,NA,NA,NA,50,44,46,46,34,36,32,28,42,36,60,72,4,222
"444","24_2_D2",15,"zagexs3s","pc11",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.140.231.210","2017-02-24 08:50:35.318143+00:00",0,1,NA,NA,1,NA,30,25,10,14,2,8,2,14,2,0.9955,NA,"1",1,2,3,"xnlln9h6",15,NA,NA,NA,NA,0,1,20,"italiana","diploma","studente","Bachelor of Economics and Management",2,4,3,"Precisare che nel gioco i guadagni saranno esattamente uguali a quelli dell'esempio","In caso il Giocatore 2 avesse accettato il mio guadagno sarebbe stato maggiore. Il giocatore 2 Ã¨ stato sicuramente influenzato dall'esempio e non avrebbe rifiutato.",5,7,2,2,2,4,2,2,6,3,6,1,5,1,7,6,4.5,5.5,3.5,1.75,4,5,4,3,4,5,4,2,2,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,18,NA,10,NA,NA,3.30769228935242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,222
"445","24_2_D2",20,"39nbyzwf","pc6",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.158.162.94","2017-02-24 08:50:35.366993+00:00",0,1,NA,NA,2,NA,7,2,2,0,0,NA,NA,6,3,0.5753,NA,"1",1,2,3,"xnlln9h6",15,NA,NA,NA,NA,0,0,20,"Italiana","Diploma di Liceo Classico","Studente","BSc in International Economics and Management",2,4,5,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,14,9,20,19,16,6,5,5,18,6,10,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,3,2,1,2,1,4,2,2,2,1,2,3,4,1,3,1,3,1,2,2,3,1,4,1,2,1,1,2,2,1,3,1,1,2,4,2,2,1,20,NA,20,5,NA,NA,NA,46,42,44,44,44,52,44,44,44,32,46,46,4,223
"446","24_2_D2",17,"i75y1tky","pc3",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.145.25.250","2017-02-24 08:50:35.191160+00:00",0,1,NA,NA,1,NA,85,38,2,0,0,8,3,6,3,0.5753,NA,"1",1,2,3,"xnlln9h6",15,NA,NA,NA,NA,0,1,21,"italiana","maturitÃ  classica","studentessa","economia aziendale e management",3,5,4,"","Credevo, sbagliando, che il giocatore 2 preferisse una somma piccola piuttosto che nulla, pur di non far guadagnare al giocatore 1.",4,2,3,2,4,2,3,1,6,2,6,1,5,5,6,4,4.75,4.5,3,1.75,5,4,4,5,4,4,4,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,3,NA,30,NA,NA,3.23076915740967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,223
"447","24_2_D2",7,"syrj68m6","pc16",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.138.140.172","2017-02-24 08:50:35.512613+00:00",0,1,NA,NA,1,NA,85,33,2,8,11,9,3,12,4,0.1798,0,"0",1,2,3,"xnlln9h6",15,NA,NA,NA,NA,0,1,21,"Italiana","Diploma di maturitÃ ","Studente","CLEAM",2,4,5,"Potreste aggiungere qualche prova pratica del gioco prima che inizi (subito dopo le domande di controllo), o magari aggiungere qualche ""match"" in piÃ¹.","Ho scelto l'offerta A perchÃ¨ non sono un soggetto propenso al rischio, sapevo che sarei andata su un'offerta sicura in quanto l'altro giocatore non avrebbe potuto rifiutare. Tuttavia, l'offerta B fino all'ultimo mi ha ""tentato"" proprio perchÃ¨ offriva un guadagno superiore ma non ero disposta a sopportare il rischio del rifuto dell'altro giocatore.",4,7,7,4,5,7,5,2,7,5,6,1,5,4,7,5,5,6.25,6,3,4,4,5,5,5,4,4,2,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,13,NA,23,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,224
"448","24_2_D2",10,"vd6nsnjz","pc25",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.142.27.17","2017-02-24 08:50:35.262884+00:00",0,1,NA,NA,2,NA,3,1,2,11,8,NA,NA,15,4,0.1798,0,"0",1,2,3,"xnlln9h6",15,NA,NA,NA,NA,0,1,23,"italiana","laurea triennale","studente","economia e management",4,5,5,"","Dato l'ammontare della possibile vincita pensavo che molte piÃ¹ persone sarebbero state propense al rischio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,9,9,19,18,15,5,5,5,15,6,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,4,1,3,2,4,2,4,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,3,1,10,NA,NA,52,NA,NA,NA,42,44,46,42,44,40,38,40,32,32,46,44,4,224
"449","24_2_D2",14,"hmc04y66","pc8",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.111.221.243","2017-02-24 08:50:35.368829+00:00",0,1,NA,NA,2,NA,8,2,2,0,0,NA,NA,4,5,0.3106,NA,"1",1,2,3,"xnlln9h6",15,NA,NA,NA,NA,0,0,22,"Italiana","Laurea triennale","Studente","International Management",1,4,4,"Non trovo corretto lasciare un margine di errore nella previsione per il giocatore 1 e non per il giocatore 2. Compensi troppo bassi","Mi sono immedesimato nel giocatore 1 e ho pensato a quale scelta avrei fatto. Siccome il giocatore 1 ha scelto, in modo egoistico, l'offerta B, ho rifiutato.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,13,13,22,24,27,12,9,6,16,5,8,2,4,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,3,1,2,1,1,3,3,2,3,2,3,3,3,2,3,1,3,1,3,2,3,2,4,1,3,2,1,2,3,2,3,1,3,1,3,1,3,1,14,NA,7,7,NA,NA,NA,66,54,46,56,40,44,40,40,42,40,52,56,4,225
"450","24_2_D2",3,"hy8muhla","pc1",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.152.74.104","2017-02-24 08:50:35.404993+00:00",0,1,NA,NA,1,NA,72,38,2,0,0,8,3,4,5,0.3106,NA,"1",1,2,3,"xnlln9h6",15,NA,NA,NA,NA,0,1,21,"Italiana","Diploma di maturitÃ  scientifica","Studentessa","CLES",3,4,4,"","Ho giocato l'opzione B supponendo che il giocatore 2 preferisse in ogni caso un guadagno (seppur basso) piuttosto che non ricevere nulla.",5,6,7,2,5,6,3,1,7,6,7,3,7,3,6,7,5.5,6,6.5,2.25,4,3,4,5,5,2,3,1,1,2,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,42,NA,61,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,225
"451","24_2_D2",5,"ez77b73b","pc5",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.155.222.143","2017-02-24 08:50:35.521466+00:00",0,1,NA,NA,1,NA,70,38,2,0,0,8,3,6,6,0.5839,0,"0",1,2,3,"xnlln9h6",15,NA,NA,NA,NA,0,0,19,"italiana","diploma scuola superiore","studente","cleam",1,5,5,"","Credevo che pochissimi giocatori 2 avrebbero rifiutato l'offerta B: tra un payoff di 0 e uno di 2 credevo che la maggior parte avrebbe scelto 2. Dunque ho scelto l'offerta B sperando di vincere 14",6,7,7,1,7,7,1,1,7,7,7,1,7,5,7,7,6.25,7,7,1,5,5,5,5,5,5,5,1,1,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,11,NA,NA,3.46153855323792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,226
"452","24_2_D2",22,"zy2osd5y","pc20",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.164.172.163","2017-02-24 08:50:35.554777+00:00",0,1,NA,NA,2,NA,4,2,2,0,0,NA,NA,6,6,0.5839,0,"0",1,2,3,"xnlln9h6",15,NA,NA,NA,NA,0,0,22,"italiana","laura triennale","studente","MSc management in inglese",4,5,5,"Lo ritengo molto chiaro.","La probalibitÃ  del pagamento collegata alla scelta del computer mi ha fatto vedere i 2 euro dell'accetto l'offerta B come meno probabili benchÃ¨ la probabilitÃ  fosse 50%. PerÃ² ho preferito puntare tutto sulla previsione.   Pensavo che piÃ¹ persone avrebbero scelto l'offerta A poichÃ¨ Ã¨ la migliore per entrambi dal momento che credo che quasi nessun giocatore due abbia accettato l'offerta B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,18,19,24,28,19,9,5,5,23,7,11,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,2,3,2,4,2,1,4,4,2,3,2,4,3,4,3,3,1,3,3,3,4,3,2,3,1,4,2,1,3,4,2,4,1,3,3,3,3,4,2,22,NA,17,18,NA,NA,NA,56,42,44,46,48,54,54,44,54,54,56,64,4,226
"453","24_2_D2",8,"3z1b5y9c","pc19",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.179.109.26","2017-02-24 08:50:35.195430+00:00",0,1,NA,NA,2,NA,6,2,2,2,14,NA,NA,6,7,0.9183,NA,"1",1,2,3,"xnlln9h6",15,NA,NA,NA,NA,0,1,22,"Italiana","Laurea triennale","Studentessa","Management",1,5,5,"","Essendo giocatore 2, ho preferito avere un guadagno certo di 2 euro piuttosto che uno di 0 euro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,10,16,22,30,18,8,5,5,22,6,14,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,4,4,2,1,2,1,4,4,1,4,2,3,1,4,2,4,1,4,2,3,2,4,2,3,1,4,2,1,1,2,2,2,2,4,2,3,1,4,2,8,NA,14,41,NA,NA,NA,54,44,46,48,44,66,54,34,36,46,52,68,4,227
"454","24_2_D2",1,"rxj81if9","pc7",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.238.25.185","2017-02-24 08:50:35.454315+00:00",0,1,NA,NA,1,NA,81,25,2,14,2,8,2,6,7,0.9183,NA,"1",1,2,3,"xnlln9h6",15,NA,NA,NA,NA,0,0,19,"Italiana","Diploma","Studente","Bemacs",14,4,3,"","",1,5,2,2,2,3,2,1,2,3,3,2,2,2,2,1,1.5,3,2.5,1.75,3,2,3,4,3,2,3,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,36,NA,NA,2.53846144676208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,227
"455","24_2_D2",11,"qg16mmfc","pc21",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.158.160.96","2017-02-24 08:50:35.122252+00:00",0,1,NA,NA,1,NA,91,38,2,0,0,8,3,6,8,0.8983,1,"0",1,2,3,"xnlln9h6",15,NA,NA,NA,NA,0,0,21,"Italiana","Diploma","Studente","CLEF",3,5,5,"","Ho ragionato in termini di albero binomiale e gioco del prigioniero. Anche il concetto di Pareto efficienza Ã¨ stato molto utile.",6,7,7,2,6,7,4,4,6,6,6,4,6,6,7,6,6,6.5,6.5,3.5,3,2,2,3,2,3,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,15,NA,97,NA,NA,1.84615385532379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,228
"456","24_2_D2",16,"y41nj5hk","pc9",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.16.187.240","2017-02-24 08:50:35.448535+00:00",0,1,NA,NA,2,NA,10,2,2,0,0,NA,NA,6,8,0.8983,1,"0",1,2,3,"xnlln9h6",15,NA,NA,NA,NA,0,0,19,"italiana","maturitÃ  scientifica","studente","BEMACS",1,5,4,"No, tutto molto chiaro.","Ho pensato al guadagno fuori dal gioco. Tutti i giocatori 1 avrebbero dovuto fare la scelta A poichÃ¨, il giocatore 2 avrebbe rifiutato l' offerta B in tutti casi in quanto, fuori dal gioco, avrebbe guadagnato il minimo indispensabile; 2 euro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,15,16,24,24,21,8,8,5,19,4,11,1,3,1,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,2,3,1,3,2,1,4,3,1,1,2,3,3,4,2,4,1,3,2,4,4,2,1,3,1,4,2,1,2,4,3,4,1,2,2,3,2,4,2,16,NA,63,83,NA,NA,NA,50,48,40,46,36,54,46,38,44,46,58,60,4,228
